pruning,,topspin_17_4_h0,topspin_17_4_h0,topspin_17_4_h1,topspin_17_4_h1,topspin_17_4_h2,topspin_17_4_h2
algorithm,,astar,idastart,astar,idastart,astar,idastart
file,instance,,,,,,
topspin_17_4.d=2000000,8 11 12 0 14 7 2 10 4 13 6 15 3 1 5 9 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,9 4 2 15 10 7 0 3 5 12 8 1 14 13 6 11 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,2 9 3 14 13 15 5 7 11 12 1 4 0 10 6 8 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,6 3 8 14 10 7 0 13 12 15 1 5 11 4 9 2 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,9 15 10 3 11 8 13 0 14 12 2 1 4 7 5 6 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,5 3 6 9 10 8 14 12 11 4 2 0 7 15 1 13 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,15 2 13 6 1 4 8 0 11 7 14 9 12 5 10 3 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,10 7 1 4 11 12 0 13 8 9 5 15 6 3 2 14 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,15 5 12 2 3 7 4 1 6 9 10 13 11 14 0 8 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=2000000,7 10 3 2 5 6 8 13 12 0 15 4 1 14 11 9 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,15 3 2 1 14 4 5 10 11 7 6 13 12 8 9 0 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,15 14 1 0 2 3 4 5 6 7 8 9 10 11 12 13 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,4 5 6 7 8 9 10 11 12 15 3 0 13 14 2 1 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,0 1 4 5 9 8 11 10 6 14 13 12 7 15 2 3 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,15 14 1 0 2 3 4 5 10 11 7 6 9 8 12 13 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,0 3 4 5 6 7 8 9 2 13 14 10 1 11 12 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,9 8 14 15 13 12 10 0 1 2 3 4 5 6 7 11 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,12 11 10 0 13 14 15 1 2 3 4 7 8 9 5 6 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
topspin_17_4.d=005,3 7 6 5 10 9 8 4 14 13 12 11 0 1 2 15 16,"(False, '17', '4')","(False, '0', '0')","(False, '17', '4')","(False, '0', '0')","(False, '0', '0')","(False, '0', '0')"
